"HUC12","FP_Areakm2","StrmOrder","Agriculture","Buildings","Ditches","Developed","ForestLoss","Impervious","LeveedArea","NonNativeVeg","Roads_Rail","Wells","MH20","FH1","FH6","FH7","DH1","DH2","DH3","DH4","DH5","DH15"
101800010101,1.4596601,4,0.159146341463,0,0,0.00914634146341,0.00987548303993,0.159105034183,0,0.0286585365854,0.760347726152467,0,0.123439551333333,0.047455035666667,0.126762655666667,0.136054096333333,0.084878677666667,0.121079671,0.109116574,0.145982632,0.133163407666667,0.113040892
101800010102,5.1454601,5,0.128992412211,0,0,0.0206458443621,0.00377542321276,0.227177334732,0,0.218810658197,0.910173797842438,0,0.18667269,0.051599054,0.148037848,0.139891245,0.094046718,0.098128204,0.103581653,0.151435152,0.163435959,0.125433902
101800010103,0.751624,3,0.555151515152,0,0,0,0.00332225913621,0.031990521327,0,0.0145454545455,0.143938997433656,0,0.22842348875,0.14397717575,0.21984864275,0.28829634975,0.19913299275,0.1926516815,0.23088904275,0.220427028,0.1972364115,0.20357471375
101800010104,2.03334,4,0.575209528011,0,0.147777058571104,0,0,0.228533685601,0,0.007498897221,0.753051845553105,0,0.1813148145,0.0699351725,0.1624404105,0.1992279645,0.156467648,0.1933838665,0.177352778,0.198911286,0.183646237,0.1422436455
101800010105,2.0668001,4,0.548401226456,0,0.0865105436307823,0,0.00121691512017,0.0715220235499,0,0.0249671484888,0.344086634699539,0,0.2239102645,0.08958474925,0.18904223025,0.23557673,0.18325948525,0.202993287,0.19270229475,0.21011688025,0.20600902775,0.16601547225
101800010106,4.0925999,5,0.568778979907,0,0.241765872966748,0.00529918304261,0,0.158509700176,0,0.00463678516229,0.647619447123574,0,0.2403008108,0.0853488309,0.1980595951,0.1991986179,0.162380992,0.1904006875,0.1680923789,0.2060366911,0.1947670589,0.1863472877
101800010107,1.6758699,2,0.00377562028047,0,0,0,0.00789473684211,0.000536768652711,0,0.00269687162891,0.157371408292489,0,0.236792231875,0.140173140375,0.286384346875,0.35154898025,0.228465852875,0.23222914575,0.241423982125,0.223654238625,0.22436437725,0.2454452765
101800010108,7.4595599,5,0.546121467228,0,0.74986501068696,0.00408899579074,0,0.10875331565,0,0.0031268791341,0.308428607277367,0,0.2926006502,0.1520197778,0.2764394742,0.2882307201,0.2536563847,0.2489206916,0.2529098587,0.2502498278,0.2182964761,0.2469927464
101800010201,1.65845,3,0.141392336751,0,0.00299927030178869,0,0.00458365164248,0.0129940443963,0,0.116567728009,0.196090322393757,0,0.028130286,0.019283158,0.043579136666667,0.056906629,0.037449647,0.067735377666667,0.051604927333333,0.056818174333333,0.042808787,0.034361706666667
101800010202,3.64274,3,0.528399311532,0,0.231012336309513,0,0.0321576763485,0.0777420153503,0,0.0287681337595,0.397005735932971,0,0.097023906708333,0.06729880775,0.128392274791667,0.165467790333333,0.113146546625,0.1534791665,0.1307647905,0.130332342083333,0.124423390208333,0.094511585958333
101800010203,7.0703802,4,0.0670468948035,0,0.0573172839049069,0,0.00141705783367,0.0263091001525,0,0.004309252218,0.363549604533068,0,0.217333657,0.116899073,0.266047663,0.333467456,0.238287702,0.244204327,0.26340146,0.261063424,0.217027113,0.24307833
101800010204,2.6201601,4,0.389520854878,0,0.467841636359633,0,0.00215723873442,0.153925619835,0,0.00241296104791,0.443246875930342,0,0.2435906406,0.1436598524,0.2848595792,0.336621199533333,0.258365119933333,0.268869157466667,0.280305110466667,0.273751225466667,0.234599290133333,0.249266063066667
101800010301,1.07683,3,0.191577208918,0,0,0,0,0.0333611342786,0,0.175887696119,0.302558239248851,0,0.041450668,0.0326284062,0.0555568166,0.0869663606,0.044497634,0.0499141274,0.056345928,0.076933093,0.0617199684,0.052247245
101800010302,1.0000401,3,0.00088573959256,0,0.0280010790839709,0,0.150943396226,0.00451263537906,0,0.0124003542958,0.426421922115585,0,0.061689738,0.036681795,0.072868962,0.113090473,0.096072332,0.153675478,0.112700409,0.116536414,0.110338406,0.054060011
101800010303,5.2443099,4,0.374471682164,0,0.0884083506156509,0.00236686390533,0.00144770177343,0.125234922262,0,0.0187658495351,0.560711974581127,0,0.138983753,0.103445011,0.135434269,0.16578074,0.159092768,0.193155917,0.161942829,0.155860836,0.144783934,0.097393945
101800010304,1.2039599,4,0.278150633855,0,0.181976157497346,0,0.0261506276151,0.137982195846,0,0.0156599552573,0.0821416834693991,0,0.0953472195,0.058018191,0.103001184,0.1196499165,0.1068934905,0.152882262,0.1210458475,0.135980326,0.1161983265,0.080969483
101800010305,3.3045399,4,0.105277475517,0,0.0847335733197716,0,0.0950019076688,0.00982800982801,0,0.00516866158868,0.158770999724617,0,0.0743045704,0.0462964684,0.0880128336,0.1015627578,0.0875702958,0.1329451604,0.1006266292,0.1038919824,0.0914446264,0.065544756
101800010306,9.1703501,5,0.27972027972,0,0.47612430091848,0,0,0.0467399842891,0,0.00393972224958,0.195215819306162,0,0.283631811924528,0.157690646886792,0.286984021698113,0.342807033698113,0.257466293226415,0.258437573886793,0.258924215490566,0.265579283075472,0.225376006962264,0.248247922490566
101800010401,1.65236,3,0.0091103965702,0,0,0,0.0177812137611,0.0271886895052,0,0.0600214362272,0.200884856792439,0,0.073235047666667,0.048665405,0.067939641166667,0.117130591666667,0.0590403415,0.069958122666667,0.06730983,0.083638496333333,0.069962974833333,0.067207773333333
101800010402,1.54229,3,0.033918128655,0,0,0,0.0041067761807,0.0784543325527,0,0.0520467836257,0.20031388933,0,0.171243958375,0.083280427875,0.11461065425,0.133613633125,0.084753311,0.075384045375,0.09487763325,0.1121126835,0.0843384525,0.1060832185
101800010403,1.2491,3,0.127233738385,0,0,0,0.00299550673989,0.093023255814,0,0.0800571837026,0.906417693987093,0,0.10068033125,0.05663443075,0.1081446975,0.135689566,0.087164229,0.131157181,0.09937501875,0.101959158,0.09705576775,0.06362932925
101800010404,2.5053201,3,0.313690262307,0,0.00337497400213401,0.00431189363996,0,0.174757281553,0,0.0449155587496,0.659296390357786,0,0.1289708798,0.0691545327,0.1162435622,0.1419062751,0.0996126008,0.1470168489,0.124933784,0.1240230974,0.108412137,0.0712750103
101800010405,5.1909699,4,0.270797076227,0,0.0734880581730005,0,0.000483909992741,0.0921348314607,0,0.0151409676297,0.338801095329099,0,0.3086086625,0.143476959375,0.245897946625,0.231999516375,0.192652514875,0.204013539375,0.2036897015,0.217071180125,0.173615416625,0.17428519175
101800010406,1.70819,4,0.0391211146838,0,0,0,0,0.406332453826,0,0.005359056806,1.82155734571372,0,0.329329542,0.1032211735,0.2262623185,0.228113882,0.173341527,0.183695275,0.1816660665,0.2160663575,0.173508963,0.159947957
101800010407,5.21734,3,0.101818181818,0,1.35182702550049,0.00398268398268,0.0009656004828,0.0755532503458,0,0.00865800865801,0.450994662485988,0,0.274236569777778,0.163051759111111,0.293172437,0.378936951777778,0.221934129222222,0.178434592555556,0.246448425111111,0.240899631666667,0.237491031333333,0.272625954111111
101800010408,8.9176903,4,0.253654602278,0,0.270514216061148,0,0,0.0610248133952,0,0.0198608730719,0.327757459652042,0,0.341065560444444,0.134255394166667,0.250529536611111,0.254402186222222,0.201571329555556,0.209654305111111,0.210681091944444,0.224585387277778,0.185105284,0.191645928722222
101800010409,4.5112901,4,0.157663065226,0.000149533919918691,0,0.00640256102441,0.00615212527964,0.0919769062313,0,0.0170068027211,0.137119560012165,0,0.439400952,0.133712783,0.257290171,0.267398971,0.218350178,0.209282982,0.2138616825,0.256962298,0.230234156,0.2339307465
101800010501,1.37928,2,0,0,0.146493897511538,0,0.1145314622,0.142115509409,0,0.00129617627997,1.89984135239361,0,0.045961591857143,0.037702898285714,0.066334650714286,0.083788749428571,0.040098877142857,0.043228021285714,0.050820143857143,0.077158689428571,0.052221118857143,0.060197701571429
101800010502,0.779876,4,0,0,0,0,0.0583468395462,0.286866359447,0,0.0147392290249,1.62822082193946,0,0.128650713,0.056443538,0.160287133,0.169957956,0.110987628,0.083738619,0.114959525,0.179316568,0.138704974,0.112904539
101800010503,2.1557801,4,0.027801179444,0,0,0.00968828980623,0.0444902769593,0.0629921259843,0,0.0050547598989,0.451002688352819,0,0.128650713,0.056443538,0.160287133,0.169957956,0.110987628,0.083738619,0.114959525,0.179316568,0.138704974,0.112904539
